1.000000000000000000e+00 0.000000000000000000e+00 2.696199951171875000e+02
2.000000000000000000e+00 0.000000000000000000e+00 2.700799865722656250e+02
3.000000000000000000e+00 0.000000000000000000e+00 2.667500000000000000e+02
4.000000000000000000e+00 0.000000000000000000e+00 2.668800048828125000e+02
5.000000000000000000e+00 0.000000000000000000e+00 2.641199951171875000e+02
6.000000000000000000e+00 0.000000000000000000e+00 2.655400085449218750e+02
7.000000000000000000e+00 0.000000000000000000e+00 2.686499938964843750e+02
8.000000000000000000e+00 0.000000000000000000e+00 2.710599975585937500e+02
9.000000000000000000e+00 0.000000000000000000e+00 2.730700073242187500e+02
1.000000000000000000e+01 0.000000000000000000e+00 2.737799987792968750e+02
1.100000000000000000e+01 0.000000000000000000e+00 2.737200012207031250e+02
1.200000000000000000e+01 0.000000000000000000e+00 2.737799987792968750e+02
1.300000000000000000e+01 0.000000000000000000e+00 2.747200012207031250e+02
1.400000000000000000e+01 0.000000000000000000e+00 2.760899963378906250e+02
1.500000000000000000e+01 0.000000000000000000e+00 2.764700012207031250e+02
1.600000000000000000e+01 0.000000000000000000e+00 2.778999938964843750e+02
1.700000000000000000e+01 0.000000000000000000e+00 2.791099853515625000e+02
1.800000000000000000e+01 0.000000000000000000e+00 2.825199890136718750e+02
1.900000000000000000e+01 0.000000000000000000e+00 2.833200073242187500e+02
2.000000000000000000e+01 0.000000000000000000e+00 2.903699951171875000e+02
2.100000000000000000e+01 0.000000000000000000e+00 2.997699890136718750e+02
2.200000000000000000e+01 0.000000000000000000e+00 3.027200012207031250e+02
2.300000000000000000e+01 0.000000000000000000e+00 3.079299926757812500e+02
2.400000000000000000e+01 0.000000000000000000e+00 3.088500061035156250e+02
2.500000000000000000e+01 0.000000000000000000e+00 3.031799926757812500e+02
2.600000000000000000e+01 0.000000000000000000e+00 2.897699890136718750e+02
2.700000000000000000e+01 0.000000000000000000e+00 2.912600097656250000e+02
2.800000000000000000e+01 0.000000000000000000e+00 2.853099975585937500e+02
2.900000000000000000e+01 0.000000000000000000e+00 2.690100097656250000e+02
3.000000000000000000e+01 0.000000000000000000e+00 2.680299987792968750e+02
3.100000000000000000e+01 0.000000000000000000e+00 2.718200073242187500e+02
3.200000000000000000e+01 0.000000000000000000e+00 2.702399902343750000e+02
3.300000000000000000e+01 0.000000000000000000e+00 2.709400024414062500e+02
3.400000000000000000e+01 0.000000000000000000e+00 2.873500061035156250e+02
3.500000000000000000e+01 0.000000000000000000e+00 2.920000000000000000e+02
3.600000000000000000e+01 0.000000000000000000e+00 2.952699890136718750e+02
3.700000000000000000e+01 0.000000000000000000e+00 2.940499877929687500e+02
3.800000000000000000e+01 0.000000000000000000e+00 2.917399902343750000e+02
3.900000000000000000e+01 0.000000000000000000e+00 2.928500061035156250e+02
4.000000000000000000e+01 0.000000000000000000e+00 2.937200012207031250e+02
4.100000000000000000e+01 0.000000000000000000e+00 2.972900085449218750e+02
4.200000000000000000e+01 0.000000000000000000e+00 2.976600036621093750e+02
4.300000000000000000e+01 0.000000000000000000e+00 2.965599975585937500e+02
4.400000000000000000e+01 0.000000000000000000e+00 2.954599914550781250e+02
4.500000000000000000e+01 0.000000000000000000e+00 2.906400146484375000e+02
4.600000000000000000e+01 0.000000000000000000e+00 2.896900024414062500e+02
4.700000000000000000e+01 0.000000000000000000e+00 2.900899963378906250e+02
4.800000000000000000e+01 0.000000000000000000e+00 2.904299926757812500e+02
4.900000000000000000e+01 0.000000000000000000e+00 2.906400146484375000e+02
5.000000000000000000e+01 0.000000000000000000e+00 2.973800048828125000e+02
5.100000000000000000e+01 0.000000000000000000e+00 3.040400085449218750e+02
5.200000000000000000e+01 0.000000000000000000e+00 3.148999938964843750e+02
5.300000000000000000e+01 0.000000000000000000e+00 3.243299865722656250e+02
5.400000000000000000e+01 0.000000000000000000e+00 3.286199951171875000e+02
5.500000000000000000e+01 0.000000000000000000e+00 3.200299987792968750e+02
5.600000000000000000e+01 0.000000000000000000e+00 3.123299865722656250e+02
5.700000000000000000e+01 0.000000000000000000e+00 3.205899963378906250e+02
5.800000000000000000e+01 0.000000000000000000e+00 3.251700134277343750e+02
5.900000000000000000e+01 0.000000000000000000e+00 3.204299926757812500e+02
6.000000000000000000e+01 0.000000000000000000e+00 3.162600097656250000e+02
6.100000000000000000e+01 0.000000000000000000e+00 3.136799926757812500e+02
6.200000000000000000e+01 0.000000000000000000e+00 3.122500000000000000e+02
6.300000000000000000e+01 0.000000000000000000e+00 3.112799987792968750e+02
6.400000000000000000e+01 0.000000000000000000e+00 3.091799926757812500e+02
6.500000000000000000e+01 0.000000000000000000e+00 3.105400085449218750e+02
6.600000000000000000e+01 0.000000000000000000e+00 3.136199951171875000e+02
6.700000000000000000e+01 0.000000000000000000e+00 3.148599853515625000e+02
6.800000000000000000e+01 0.000000000000000000e+00 3.139100036621093750e+02
6.900000000000000000e+01 0.000000000000000000e+00 3.144700012207031250e+02
7.000000000000000000e+01 0.000000000000000000e+00 3.171499938964843750e+02
7.100000000000000000e+01 0.000000000000000000e+00 3.197500000000000000e+02
7.200000000000000000e+01 0.000000000000000000e+00 3.213599853515625000e+02
7.300000000000000000e+01 0.000000000000000000e+00 3.248800048828125000e+02
7.400000000000000000e+01 0.000000000000000000e+00 3.217099914550781250e+02
7.500000000000000000e+01 0.000000000000000000e+00 3.149100036621093750e+02
7.600000000000000000e+01 0.000000000000000000e+00 3.100799865722656250e+02
7.700000000000000000e+01 0.000000000000000000e+00 3.071700134277343750e+02
7.800000000000000000e+01 0.000000000000000000e+00 3.062200012207031250e+02
7.900000000000000000e+01 0.000000000000000000e+00 3.064800109863281250e+02
8.000000000000000000e+01 0.000000000000000000e+00 3.078599853515625000e+02
8.100000000000000000e+01 0.000000000000000000e+00 3.076799926757812500e+02
8.200000000000000000e+01 0.000000000000000000e+00 3.071900024414062500e+02
8.300000000000000000e+01 0.000000000000000000e+00 3.091199951171875000e+02
8.400000000000000000e+01 0.000000000000000000e+00 3.146499938964843750e+02
8.500000000000000000e+01 0.000000000000000000e+00 3.200599975585937500e+02
8.600000000000000000e+01 0.000000000000000000e+00 3.214700012207031250e+02
8.700000000000000000e+01 0.000000000000000000e+00 3.250199890136718750e+02
8.800000000000000000e+01 0.000000000000000000e+00 3.299800109863281250e+02
8.900000000000000000e+01 0.000000000000000000e+00 3.322099914550781250e+02
9.000000000000000000e+01 0.000000000000000000e+00 3.363399963378906250e+02
9.100000000000000000e+01 0.000000000000000000e+00 3.359599914550781250e+02
9.200000000000000000e+01 0.000000000000000000e+00 3.363099975585937500e+02
9.300000000000000000e+01 0.000000000000000000e+00 3.451499938964843750e+02
9.400000000000000000e+01 0.000000000000000000e+00 3.449100036621093750e+02
9.500000000000000000e+01 0.000000000000000000e+00 3.435299987792968750e+02
9.600000000000000000e+01 0.000000000000000000e+00 3.373299865722656250e+02
9.700000000000000000e+01 0.000000000000000000e+00 3.266900024414062500e+02
9.800000000000000000e+01 0.000000000000000000e+00 3.317699890136718750e+02
9.900000000000000000e+01 0.000000000000000000e+00 3.386000061035156250e+02
1.000000000000000000e+02 0.000000000000000000e+00 3.362900085449218750e+02
1.010000000000000000e+02 0.000000000000000000e+00 3.286000061035156250e+02
1.020000000000000000e+02 0.000000000000000000e+00 3.186799926757812500e+02
1.030000000000000000e+02 0.000000000000000000e+00 3.187000122070312500e+02
1.040000000000000000e+02 0.000000000000000000e+00 3.027399902343750000e+02
1.050000000000000000e+02 0.000000000000000000e+00 2.919599914550781250e+02
1.060000000000000000e+02 0.000000000000000000e+00 2.896099853515625000e+02
1.070000000000000000e+02 0.000000000000000000e+00 2.863200073242187500e+02
1.080000000000000000e+02 0.000000000000000000e+00 2.837699890136718750e+02
1.090000000000000000e+02 0.000000000000000000e+00 2.852999877929687500e+02
1.100000000000000000e+02 0.000000000000000000e+00 2.864400024414062500e+02
1.110000000000000000e+02 0.000000000000000000e+00 2.872699890136718750e+02
1.120000000000000000e+02 0.000000000000000000e+00 2.884899902343750000e+02
1.130000000000000000e+02 0.000000000000000000e+00 2.871799926757812500e+02
1.140000000000000000e+02 0.000000000000000000e+00 2.894400024414062500e+02
1.150000000000000000e+02 0.000000000000000000e+00 2.920199890136718750e+02
1.160000000000000000e+02 0.000000000000000000e+00 2.976499938964843750e+02
1.170000000000000000e+02 0.000000000000000000e+00 3.029899902343750000e+02
1.180000000000000000e+02 0.000000000000000000e+00 2.976199951171875000e+02
1.190000000000000000e+02 0.000000000000000000e+00 2.948599853515625000e+02
1.200000000000000000e+02 0.000000000000000000e+00 2.955100097656250000e+02
1.210000000000000000e+02 0.000000000000000000e+00 2.923800048828125000e+02
1.220000000000000000e+02 0.000000000000000000e+00 2.926400146484375000e+02
1.230000000000000000e+02 0.000000000000000000e+00 2.903800048828125000e+02
1.240000000000000000e+02 0.000000000000000000e+00 2.894800109863281250e+02
1.250000000000000000e+02 0.000000000000000000e+00 2.905499877929687500e+02
1.260000000000000000e+02 0.000000000000000000e+00 2.899200134277343750e+02
1.270000000000000000e+02 0.000000000000000000e+00 2.923399963378906250e+02
1.280000000000000000e+02 0.000000000000000000e+00 2.968800048828125000e+02
1.290000000000000000e+02 0.000000000000000000e+00 2.951799926757812500e+02
1.300000000000000000e+02 0.000000000000000000e+00 2.946000061035156250e+02
1.310000000000000000e+02 0.000000000000000000e+00 2.916199951171875000e+02
1.320000000000000000e+02 0.000000000000000000e+00 2.908699951171875000e+02
1.330000000000000000e+02 0.000000000000000000e+00 2.886099853515625000e+02
1.340000000000000000e+02 0.000000000000000000e+00 2.866600036621093750e+02
1.350000000000000000e+02 0.000000000000000000e+00 2.853599853515625000e+02
1.360000000000000000e+02 0.000000000000000000e+00 2.846700134277343750e+02
1.370000000000000000e+02 0.000000000000000000e+00 2.877200012207031250e+02
1.380000000000000000e+02 0.000000000000000000e+00 2.891300048828125000e+02
1.390000000000000000e+02 0.000000000000000000e+00 2.938399963378906250e+02
1.400000000000000000e+02 0.000000000000000000e+00 3.000599975585937500e+02
1.410000000000000000e+02 0.000000000000000000e+00 2.959800109863281250e+02
1.420000000000000000e+02 0.000000000000000000e+00 2.857200012207031250e+02
1.430000000000000000e+02 0.000000000000000000e+00 2.830799865722656250e+02
1.440000000000000000e+02 0.000000000000000000e+00 2.843500061035156250e+02
1.450000000000000000e+02 0.000000000000000000e+00 2.842500000000000000e+02
1.460000000000000000e+02 0.000000000000000000e+00 2.848200073242187500e+02
1.470000000000000000e+02 0.000000000000000000e+00 2.870599975585937500e+02
1.480000000000000000e+02 0.000000000000000000e+00 2.889800109863281250e+02
